Rank 0 k8N5R_4j3Vc|| PageRank Score: 0.000285525|| Category: Sports|| Length: 281|| Views: 13133|| Ratings: 37|| Rate: 4.78|| Comments: 0
Rank 167 br0jLcI8ko0|| PageRank Score: 4.39986e-05|| Category: Autos|| Length: 40|| Views: 982|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 168 TDxdUuhLzC8|| PageRank Score: 4.39382e-05|| Category: Gadgets|| Length: 548|| Views: 7365|| Ratings: 27|| Rate: 4.63|| Comments: 34
Rank 169 6-UV3md5Qqs|| PageRank Score: 4.39042e-05|| Category: Sports|| Length: 330|| Views: 2994|| Ratings: 25|| Rate: 4.84|| Comments: 14
Rank 170 H1Sqe_J6OBo|| PageRank Score: 4.38981e-05|| Category: Sports|| Length: 196|| Views: 6123|| Ratings: 23|| Rate: 4.3|| Comments: 3
Rank 171 b9tHKtMLCnE|| PageRank Score: 4.37954e-05|| Category: Gadgets|| Length: 586|| Views: 3042|| Ratings: 35|| Rate: 4.66|| Comments: 51
Rank 172 ofDMlnLEHWI|| PageRank Score: 4.37622e-05|| Category: Music|| Length: 166|| Views: 23546|| Ratings: 33|| Rate: 5|| Comments: 32
Rank 173 ikRclaRE6aI|| PageRank Score: 4.37005e-05|| Category: Sports|| Length: 334|| Views: 8395|| Ratings: 29|| Rate: 5|| Comments: 23
Rank 174 yYU9SaIVSQw|| PageRank Score: 4.36705e-05|| Category: Entertainment|| Length: 31|| Views: 4994|| Ratings: 3|| Rate: 4|| Comments: 2
Rank 175 dYb1XvWjX8s|| PageRank Score: 4.36524e-05|| Category: Sports|| Length: 291|| Views: 4047|| Ratings: 16|| Rate: 4.62|| Comments: 11
Rank 176 BAj7DcSQeWY|| PageRank Score: 4.36397e-05|| Category: Music|| Length: 181|| Views: 14430|| Ratings: 47|| Rate: 4.72|| Comments: 20
Rank 177 NnYC_LwDeLY|| PageRank Score: 4.35137e-05|| Category: Entertainment|| Length: 119|| Views: 2269|| Ratings: 28|| Rate: 4.79|| Comments: 27
Rank 178 Rn1lMqrQkMo|| PageRank Score: 4.34975e-05|| Category: Entertainment|| Length: 49|| Views: 239|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 179 shp6B1hFNuk|| PageRank Score: 4.34901e-05|| Category: People|| Length: 144|| Views: 55|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 180 K0dQZkItVig|| PageRank Score: 4.34887e-05|| Category: Sports|| Length: 460|| Views: 4775|| Ratings: 19|| Rate: 4.37|| Comments: 12
Rank 181 Li8PYBrSdAA|| PageRank Score: 4.34783e-05|| Category: Entertainment|| Length: 30|| Views: 9496|| Ratings: 7|| Rate: 4.14|| Comments: 6
Rank 182 aBybTzrMcCA|| PageRank Score: 4.34571e-05|| Category: Sports|| Length: 300|| Views: 1969|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 183 _QeCn26jV0g|| PageRank Score: 4.33657e-05|| Category: Music|| Length: 219|| Views: 167|| Ratings: 1|| Rate: 5|| Comments: 3
Rank 184 S6-kYEnm_MI|| PageRank Score: 4.31994e-05|| Category: Entertainment|| Length: 60|| Views: 5121|| Ratings: 6|| Rate: 5|| Comments: 5
Rank 185 t02KHOWy864|| PageRank Score: 4.31753e-05|| Category: Entertainment|| Length: 695|| Views: 8248|| Ratings: 20|| Rate: 4.6|| Comments: 39
Rank 186 htQcJ-mA5TE|| PageRank Score: 4.31414e-05|| Category: Entertainment|| Length: 30|| Views: 574|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 187 0ss6pGCMkkg|| PageRank Score: 4.31126e-05|| Category: Sports|| Length: 182|| Views: 314|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 188 oHShof0fqcI|| PageRank Score: 4.3111e-05|| Category: Sports|| Length: 45|| Views: 1077|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 189 bybV3sFXvzo|| PageRank Score: 4.30896e-05|| Category: Sports|| Length: 474|| Views: 1131|| Ratings: 7|| Rate: 5|| Comments: 3
Rank 190 Dk5aA1hnvj8|| PageRank Score: 4.30803e-05|| Category: Music|| Length: 218|| Views: 233|| Ratings: 7|| Rate: 5|| Comments: 5
Rank 191 _dE1iZHrmRY|| PageRank Score: 4.2956e-05|| Category: Sports|| Length: 99|| Views: 1686|| Ratings: 3|| Rate: 5|| Comments: 0
Rank 192 Lv5GhpHi3lQ|| PageRank Score: 4.2956e-05|| Category: Sports|| Length: 62|| Views: 1643|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 193 oSMz0GnjLl0|| PageRank Score: 4.2836e-05|| Category: Sports|| Length: 540|| Views: 279|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 194 oZZ9zX3Z5NQ|| PageRank Score: 4.28268e-05|| Category: Music|| Length: 24|| Views: 995|| Ratings: 3|| Rate: 3.33|| Comments: 1
Rank 195 op00psVCP4o|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 112|| Views: 6960|| Ratings: 27|| Rate: 2.48|| Comments: 14
Rank 196 EnDAs4LDgfE|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 15|| Views: 174|| Ratings: 7|| Rate: 1.57|| Comments: 1
Rank 197 OV75HWVbbfo|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 156|| Views: 52|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 198 Uny_kDESCpo|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 146|| Views: 268|| Ratings: 19|| Rate: 4.84|| Comments: 24
Rank 199 D5CnN5zYYkM|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 64|| Views: 246|| Ratings: 20|| Rate: 4.65|| Comments: 18
Rank 200 SlKocWgaZk4|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 599|| Views: 2207|| Ratings: 16|| Rate: 3.5|| Comments: 19
Rank 201 77ihymeN9_Y|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 100|| Views: 212|| Ratings: 0|| Rate: 0|| Comments: 14
Rank 202 Seq2F5dpgq0|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 5|| Views: 170|| Ratings: 2|| Rate: 5|| Comments: 4
Rank 203 wHmzQcizxYA|| PageRank Score: 4.27372e-05|| Category: Comedy|| Length: 297|| Views: 10372|| Ratings: 18|| Rate: 3.56|| Comments: 10
Rank 204 0veArw74zyk|| PageRank Score: 4.26945e-05|| Category: Sports|| Length: 394|| Views: 658|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 205 xzCYSXklAq4|| PageRank Score: 4.25152e-05|| Category: Music|| Length: 192|| Views: 1036|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 206 QdaBCddS8AY|| PageRank Score: 4.24495e-05|| Category: Sports|| Length: 321|| Views: 5298|| Ratings: 12|| Rate: 4.92|| Comments: 6
Rank 207 FPv8JE-kjZg|| PageRank Score: 4.24309e-05|| Category: Entertainment|| Length: 178|| Views: 838|| Ratings: 16|| Rate: 2.25|| Comments: 2
Rank 208 JiPHDMT7Mts|| PageRank Score: 4.24239e-05|| Category: Music|| Length: 224|| Views: 7486|| Ratings: 26|| Rate: 4.73|| Comments: 15
Rank 209 49oo1My1PVc|| PageRank Score: 4.24059e-05|| Category: Music|| Length: 43|| Views: 7256|| Ratings: 35|| Rate: 3.91|| Comments: 45
Rank 210 JEwviGSaqZY|| PageRank Score: 4.24011e-05|| Category: Sports|| Length: 231|| Views: 1181|| Ratings: 5|| Rate: 3.4|| Comments: 8
Rank 211 5hWsmm4E5RE|| PageRank Score: 4.22698e-05|| Category: Entertainment|| Length: 113|| Views: 267526|| Ratings: 1006|| Rate: 4.7|| Comments: 637
Rank 212 h-czxsi9bo8|| PageRank Score: 4.20633e-05|| Category: Entertainment|| Length: 163|| Views: 208|| Ratings: 2|| Rate: 1|| Comments: 1
Rank 213 k0MNe_368h8|| PageRank Score: 4.20633e-05|| Category: Entertainment|| Length: 43|| Views: 2324|| Ratings: 7|| Rate: 2.43|| Comments: 6
Rank 214 eBucTst7snc|| PageRank Score: 4.20108e-05|| Category: Entertainment|| Length: 39|| Views: 14520|| Ratings: 68|| Rate: 1.99|| Comments: 46
Rank 215 O4-EP_BX0Hc|| PageRank Score: 4.19946e-05|| Category: Music|| Length: 253|| Views: 33690|| Ratings: 53|| Rate: 5|| Comments: 74
Rank 216 V5duOATfuKQ|| PageRank Score: 4.19877e-05|| Category: Sports|| Length: 48|| Views: 1930|| Ratings: 6|| Rate: 5|| Comments: 0
Rank 217 7FAHEU2SiWI|| PageRank Score: 4.18847e-05|| Category: Comedy|| Length: 45|| Views: 12870|| Ratings: 7|| Rate: 5|| Comments: 6
Rank 218 DDASUSMFqAU|| PageRank Score: 4.1841e-05|| Category: Autos|| Length: 48|| Views: 2941|| Ratings: 5|| Rate: 3.8|| Comments: 4
Rank 219 0tLPcMC5sAA|| PageRank Score: 4.18387e-05|| Category: Sports|| Length: 196|| Views: 7512|| Ratings: 30|| Rate: 3.23|| Comments: 3
Rank 220 WDfidPGxzhw|| PageRank Score: 4.18316e-05|| Category: Autos|| Length: 46|| Views: 851|| Ratings: 3|| Rate: 3.33|| Comments: 0
Rank 221 4LHNnOQ7smk|| PageRank Score: 4.1826e-05|| Category: Comedy|| Length: 339|| Views: 526|| Ratings: 8|| Rate: 2.25|| Comments: 3
Rank 222 dL003-F7oPA|| PageRank Score: 4.17862e-05|| Category: Gadgets|| Length: 440|| Views: 2782|| Ratings: 50|| Rate: 4.8|| Comments: 42
Rank 223 FUAtRBx6n9A|| PageRank Score: 4.14487e-05|| Category: Entertainment|| Length: 60|| Views: 1285|| Ratings: 4|| Rate: 5|| Comments: 2
Rank 224 5_eiSXYDXlk|| PageRank Score: 4.13471e-05|| Category: News|| Length: 337|| Views: 301|| Ratings: 5|| Rate: 4.2|| Comments: 7
Rank 225 lqhoVCyzX7E|| PageRank Score: 4.1327e-05|| Category: Music|| Length: 218|| Views: 234|| Ratings: 4|| Rate: 5|| Comments: 3
Rank 226 BBGk-ylphIE|| PageRank Score: 4.11432e-05|| Category: News|| Length: 51|| Views: 35|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 227 _WNBdBNMIig|| PageRank Score: 4.11393e-05|| Category: Music|| Length: 218|| Views: 102|| Ratings: 6|| Rate: 4.33|| Comments: 3
Rank 228 Yl8Tn6MTT_g|| PageRank Score: 4.11303e-05|| Category: Music|| Length: 218|| Views: 348|| Ratings: 13|| Rate: 4.69|| Comments: 8
Rank 229 BsCW34UWldA|| PageRank Score: 4.10658e-05|| Category: News|| Length: 239|| Views: 368|| Ratings: 11|| Rate: 4.09|| Comments: 5
Rank 230 vwg4k0G1c8w|| PageRank Score: 4.098e-05|| Category: Sports|| Length: 500|| Views: 4283|| Ratings: 17|| Rate: 4.76|| Comments: 13
Rank 231 1jUoXGKMCL8|| PageRank Score: 4.09583e-05|| Category: Sports|| Length: 39|| Views: 1240|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 232 GaeUVRRGrPE|| PageRank Score: 4.08629e-05|| Category: Film|| Length: 60|| Views: 750|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 233 rtPULiwjRlU|| PageRank Score: 4.08353e-05|| Category: Sports|| Length: 423|| Views: 2862|| Ratings: 11|| Rate: 4.64|| Comments: 2
Rank 234 1Y8yS9Z6ylQ|| PageRank Score: 4.06747e-05|| Category: Comedy|| Length: 340|| Views: 2017|| Ratings: 21|| Rate: 4.57|| Comments: 66
Rank 235 5B16ibnW-04|| PageRank Score: 4.05416e-05|| Category: Music|| Length: 258|| Views: 42152|| Ratings: 57|| Rate: 4.89|| Comments: 39
Rank 236 QUCn9AbQrtE|| PageRank Score: 4.05001e-05|| Category: Music|| Length: 218|| Views: 93|| Ratings: 2|| Rate: 5|| Comments: 1
Rank 237 tWHEUXCLjH8|| PageRank Score: 4.03784e-05|| Category: Comedy|| Length: 225|| Views: 2979|| Ratings: 7|| Rate: 3.14|| Comments: 7
Rank 238 sc9ZHJN-4cQ|| PageRank Score: 4.0353e-05|| Category: Film|| Length: 33|| Views: 6485|| Ratings: 14|| Rate: 5|| Comments: 21
Rank 239 PfIhMZZabno|| PageRank Score: 4.02684e-05|| Category: Music|| Length: 28|| Views: 305|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 240 _PF51sLfUxo|| PageRank Score: 4.00653e-05|| Category: Entertainment|| Length: 57|| Views: 530|| Ratings: 4|| Rate: 4.5|| Comments: 4
Rank 241 LBCVObrtgFU|| PageRank Score: 4.00653e-05|| Category: Comedy|| Length: 529|| Views: 202|| Ratings: 1|| Rate: 2|| Comments: 0
Rank 242 XDU9Lx7BJE0|| PageRank Score: 3.99983e-05|| Category: Entertainment|| Length: 79|| Views: 317|| Ratings: 7|| Rate: 4.86|| Comments: 2
Rank 243 pUJsCi70-S8|| PageRank Score: 3.99417e-05|| Category: News|| Length: 14|| Views: 45|| Ratings: 3|| Rate: 5|| Comments: 5
Rank 244 qE_v6Ad8jD0|| PageRank Score: 3.99417e-05|| Category: News|| Length: 32|| Views: 8|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 245 pLTKHtR5mEE|| PageRank Score: 3.99417e-05|| Category: News|| Length: 18|| Views: 14|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 246 ZOWgkSinCwg|| PageRank Score: 3.99417e-05|| Category: News|| Length: 22|| Views: 16|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 247 g0cfi2X7sfg|| PageRank Score: 3.99417e-05|| Category: News|| Length: 24|| Views: 8|| Ratings: 2|| Rate: 5|| Comments: 3
Rank 248 wKCAzDcwB2g|| PageRank Score: 3.99215e-05|| Category: Sports|| Length: 70|| Views: 1688|| Ratings: 8|| Rate: 4.88|| Comments: 0
Rank 249 PkKH6LfL77Y|| PageRank Score: 3.98269e-05|| Category: Entertainment|| Length: 54|| Views: 1036|| Ratings: 18|| Rate: 5|| Comments: 26
Rank 250 21jniYmfdM4|| PageRank Score: 3.98029e-05|| Category: Sports|| Length: 144|| Views: 252|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 251 DVkdDE8OtT4|| PageRank Score: 3.9724e-05|| Category: Gadgets|| Length: 450|| Views: 2248|| Ratings: 33|| Rate: 4.94|| Comments: 68
Rank 252 FkQCVRD4o14|| PageRank Score: 3.96979e-05|| Category: Travel|| Length: 234|| Views: 2437|| Ratings: 3|| Rate: 1|| Comments: 1
Rank 253 doxSGHLenGw|| PageRank Score: 3.96979e-05|| Category: People|| Length: 183|| Views: 196|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 254 E05m5yZo_2w|| PageRank Score: 3.9696e-05|| Category: News|| Length: 109|| Views: 2786|| Ratings: 69|| Rate: 4.28|| Comments: 122
Rank 255 bs9WM9P3OnE|| PageRank Score: 3.9696e-05|| Category: News|| Length: 238|| Views: 1040|| Ratings: 13|| Rate: 4.69|| Comments: 37
Rank 256 nw1XRtF-n8Y|| PageRank Score: 3.9696e-05|| Category: News|| Length: 155|| Views: 3146|| Ratings: 30|| Rate: 4.4|| Comments: 54
Rank 257 nMn1oseXZGI|| PageRank Score: 3.9696e-05|| Category: News|| Length: 60|| Views: 219|| Ratings: 12|| Rate: 4.92|| Comments: 9
Rank 258 xVvll0n0epA|| PageRank Score: 3.9696e-05|| Category: News|| Length: 315|| Views: 966|| Ratings: 29|| Rate: 4.76|| Comments: 15
Rank 259 iC_2UmDvfBA|| PageRank Score: 3.9696e-05|| Category: News|| Length: 48|| Views: 2220|| Ratings: 24|| Rate: 4.62|| Comments: 15
Rank 260 UT5yorXxfIg|| PageRank Score: 3.9696e-05|| Category: News|| Length: 1505|| Views: 1078|| Ratings: 26|| Rate: 4.12|| Comments: 31
Rank 261 SV5YM4OkMGc|| PageRank Score: 3.96295e-05|| Category: Autos|| Length: 25|| Views: 2077|| Ratings: 2|| Rate: 4.5|| Comments: 0
Rank 262 Qgj7Z52616Y|| PageRank Score: 3.9578e-05|| Category: News|| Length: 400|| Views: 3440|| Ratings: 7|| Rate: 4.43|| Comments: 7
Rank 263 zGdYr-8qMOc|| PageRank Score: 3.9578e-05|| Category: News|| Length: 165|| Views: 214|| Ratings: 5|| Rate: 4|| Comments: 1
Rank 264 ApfsxcHW4L0|| PageRank Score: 3.95539e-05|| Category: Comedy|| Length: 134|| Views: 1019|| Ratings: 14|| Rate: 3.5|| Comments: 29
Rank 265 aCKuVcclyv4|| PageRank Score: 3.95107e-05|| Category: Comedy|| Length: 82|| Views: 420|| Ratings: 6|| Rate: 4.83|| Comments: 7
Rank 266 4fyaiTtH37I|| PageRank Score: 3.95107e-05|| Category: People|| Length: 142|| Views: 472|| Ratings: 29|| Rate: 4.97|| Comments: 25
Rank 267 TpDTLHlURd4|| PageRank Score: 3.94721e-05|| Category: Sports|| Length: 196|| Views: 4870|| Ratings: 19|| Rate: 4.58|| Comments: 4
Rank 268 Ib8sJpuE8Lg|| PageRank Score: 3.94457e-05|| Category: Gadgets|| Length: 560|| Views: 2074|| Ratings: 38|| Rate: 4.82|| Comments: 65
Rank 269 5iSVaJ1qnUM|| PageRank Score: 3.93801e-05|| Category: Sports|| Length: 464|| Views: 4536|| Ratings: 25|| Rate: 5|| Comments: 10
Rank 270 gLuxHKiTj9o|| PageRank Score: 3.93747e-05|| Category: Sports|| Length: 177|| Views: 13429|| Ratings: 16|| Rate: 3.88|| Comments: 64
Rank 271 hSy0EreLJa4|| PageRank Score: 3.93278e-05|| Category: Sports|| Length: 45|| Views: 1670|| Ratings: 3|| Rate: 3.67|| Comments: 4
Rank 272 B0EvTxstDWY|| PageRank Score: 3.9268e-05|| Category: Music|| Length: 24|| Views: 319|| Ratings: 0|| Rate: 0|| Comments: 2
Rank 273 8vQeW1TNlYQ|| PageRank Score: 3.9268e-05|| Category: Entertainment|| Length: 24|| Views: 1096|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 274 FYzJ649_Hzk|| PageRank Score: 3.9268e-05|| Category: Music|| Length: 24|| Views: 209|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 275 OqSh_BDtbDM|| PageRank Score: 3.9268e-05|| Category: Music|| Length: 42|| Views: 3046|| Ratings: 11|| Rate: 3.18|| Comments: 17
Rank 276 tpnFU8Z1wG4|| PageRank Score: 3.92243e-05|| Category: Sports|| Length: 437|| Views: 198|| Ratings: 8|| Rate: 4.5|| Comments: 9
Rank 277 hSJmvAc3IUs|| PageRank Score: 3.9179e-05|| Category: Entertainment|| Length: 34|| Views: 232|| Ratings: 1|| Rate: 5|| Comments: 0
Rank 278 ECATOEDFZRU|| PageRank Score: 3.91639e-05|| Category: Music|| Length: 219|| Views: 745|| Ratings: 7|| Rate: 5|| Comments: 4
Rank 279 FcZe5oX0qVo|| PageRank Score: 3.91199e-05|| Category: Comedy|| Length: 112|| Views: 150|| Ratings: 4|| Rate: 5|| Comments: 3
Rank 280 HjVrWF95PvM|| PageRank Score: 3.91199e-05|| Category: Music|| Length: 231|| Views: 265|| Ratings: 2|| Rate: 5|| Comments: 2
Rank 281 F1WKhByHTq8|| PageRank Score: 3.90105e-05|| Category: Music|| Length: 236|| Views: 3417|| Ratings: 14|| Rate: 5|| Comments: 9
Rank 282 FGu2UfxPdA0|| PageRank Score: 3.89187e-05|| Category: Music|| Length: 80|| Views: 118|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 283 w_hrppAeBxI|| PageRank Score: 3.89187e-05|| Category: Music|| Length: 123|| Views: 74|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 284 u1-k0Z1kLY8|| PageRank Score: 3.89187e-05|| Category: Music|| Length: 83|| Views: 84|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 285 eLuHdzujGxU|| PageRank Score: 3.89131e-05|| Category: Entertainment|| Length: 29|| Views: 1012|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 286 MNW5WDs3Cyw|| PageRank Score: 3.88478e-05|| Category: Music|| Length: 243|| Views: 1322|| Ratings: 7|| Rate: 5|| Comments: 2
Rank 287 w3G4qzLI5Ec|| PageRank Score: 3.88322e-05|| Category: Entertainment|| Length: 349|| Views: 6486|| Ratings: 21|| Rate: 3.95|| Comments: 40
Rank 288 t2H_jV-NaVU|| PageRank Score: 3.88303e-05|| Category: Comedy|| Length: 468|| Views: 1495|| Ratings: 29|| Rate: 4.59|| Comments: 78
Rank 289 G69wDf_JxMw|| PageRank Score: 3.88303e-05|| Category: Comedy|| Length: 566|| Views: 1418|| Ratings: 35|| Rate: 4.29|| Comments: 101
Rank 290 lVl0oYuLTzg|| PageRank Score: 3.88303e-05|| Category: Comedy|| Length: 214|| Views: 7721|| Ratings: 41|| Rate: 4.56|| Comments: 139
Rank 291 Sb3kZLzH3FA|| PageRank Score: 3.88192e-05|| Category: News|| Length: 448|| Views: 15386|| Ratings: 55|| Rate: 3.33|| Comments: 53
Rank 292 TJg8qs1zAYY|| PageRank Score: 3.88192e-05|| Category: News|| Length: 332|| Views: 752|| Ratings: 19|| Rate: 4.11|| Comments: 6
Rank 293 jHXaVxN75IM|| PageRank Score: 3.88192e-05|| Category: News|| Length: 261|| Views: 3190|| Ratings: 16|| Rate: 3.56|| Comments: 9
Rank 294 3pNaZn-R5rw|| PageRank Score: 3.88192e-05|| Category: News|| Length: 34|| Views: 2088|| Ratings: 19|| Rate: 4.58|| Comments: 14
Rank 295 nOXD1_BHb9o|| PageRank Score: 3.88192e-05|| Category: News|| Length: 297|| Views: 1907|| Ratings: 33|| Rate: 3.82|| Comments: 39
Rank 296 OrYJE-nnByU|| PageRank Score: 3.88192e-05|| Category: News|| Length: 348|| Views: 728|| Ratings: 25|| Rate: 4.08|| Comments: 8
Rank 297 zetuh7S0mSk|| PageRank Score: 3.87788e-05|| Category: Comedy|| Length: 376|| Views: 539|| Ratings: 2|| Rate: 2|| Comments: 3
Rank 298 NdFFW-qwDn8|| PageRank Score: 3.87659e-05|| Category: People|| Length: 378|| Views: 15|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 299 BLTB-detLOs|| PageRank Score: 3.86736e-05|| Category: Sports|| Length: 59|| Views: 1784|| Ratings: 11|| Rate: 4.73|| Comments: 3
Rank 300 mhXyjr0cEvo|| PageRank Score: 3.8666e-05|| Category: Music|| Length: 200|| Views: 420|| Ratings: 3|| Rate: 3.67|| Comments: 3
Rank 301 Eykj1Gor72k|| PageRank Score: 3.86636e-05|| Category: Music|| Length: 215|| Views: 254|| Ratings: 3|| Rate: 5|| Comments: 2
Rank 302 YCQnyZtVOMQ|| PageRank Score: 3.86255e-05|| Category: Music|| Length: 172|| Views: 4241|| Ratings: 35|| Rate: 4.37|| Comments: 34
Rank 303 vvXuL_tNDWs|| PageRank Score: 3.85806e-05|| Category: Sports|| Length: 22|| Views: 593|| Ratings: 0|| Rate: 0|| Comments: 1
Rank 304 -YUpetl-wbQ|| PageRank Score: 3.85014e-05|| Category: Entertainment|| Length: 198|| Views: 2118|| Ratings: 33|| Rate: 4.85|| Comments: 26
Rank 305 eVql1WPwx00|| PageRank Score: 3.84949e-05|| Category: People|| Length: 185|| Views: 2332|| Ratings: 32|| Rate: 4.84|| Comments: 74
Rank 306 vQ7d9NgIpRM|| PageRank Score: 3.84863e-05|| Category: Sports|| Length: 376|| Views: 3353|| Ratings: 9|| Rate: 3.89|| Comments: 14
Rank 307 PKgmrdN4dvA|| PageRank Score: 3.84507e-05|| Category: Sports|| Length: 181|| Views: 2479|| Ratings: 8|| Rate: 4.5|| Comments: 11
Rank 308 rKlKd17fiaU|| PageRank Score: 3.84507e-05|| Category: Sports|| Length: 129|| Views: 1517|| Ratings: 2|| Rate: 5|| Comments: 0
Rank 309 Q096w0Fz2p4|| PageRank Score: 3.83085e-05|| Category: Comedy|| Length: 102|| Views: 8899|| Ratings: 27|| Rate: 4.52|| Comments: 24
Rank 310 Gqp699B2Fpk|| PageRank Score: 3.82924e-05|| Category: Music|| Length: 143|| Views: 170|| Ratings: 1|| Rate: 5|| Comments: 2
Rank 311 BUYjgZFQZDs|| PageRank Score: 3.82841e-05|| Category: Music|| Length: 132|| Views: 1842|| Ratings: 7|| Rate: 4.14|| Comments: 10
Rank 312 tzCPfi4FaYA|| PageRank Score: 3.82801e-05|| Category: Sports|| Length: 45|| Views: 3492|| Ratings: 2|| Rate: 5|| Comments: 7
Rank 313 XcEenrZK0Yw|| PageRank Score: 3.82634e-05|| Category: People|| Length: 141|| Views: 168|| Ratings: 13|| Rate: 5|| Comments: 6
Rank 314 iGnVjBY8jbE|| PageRank Score: 3.82485e-05|| Category: Entertainment|| Length: 215|| Views: 6690|| Ratings: 27|| Rate: 4.78|| Comments: 7
Rank 315 9v4T1Y1L62w|| PageRank Score: 3.82485e-05|| Category: Comedy|| Length: 49|| Views: 413|| Ratings: 1|| Rate: 1|| Comments: 0
Rank 316 OHViWeaK9AQ|| PageRank Score: 3.82485e-05|| Category: Comedy|| Length: 308|| Views: 168|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 317 qEKGEoQMMiI|| PageRank Score: 3.82485e-05|| Category: Comedy|| Length: 55|| Views: 4505|| Ratings: 3|| Rate: 2|| Comments: 2
Rank 318 ESv7cARkxRA|| PageRank Score: 3.82375e-05|| Category: Music|| Length: 290|| Views: 903|| Ratings: 2|| Rate: 4|| Comments: 0
Rank 319 Nq2PPZ3C1JU|| PageRank Score: 3.82375e-05|| Category: Entertainment|| Length: 151|| Views: 1156|| Ratings: 4|| Rate: 4|| Comments: 1
Rank 320 AQjtqSSt6kM|| PageRank Score: 3.82375e-05|| Category: Entertainment|| Length: 179|| Views: 191|| Ratings: 0|| Rate: 0|| Comments: 0
Rank 321 jkZT4JA4jAI|| PageRank Score: 3.81846e-05|| Category: People|| Length: 45|| Views: 973|| Ratings: 14|| Rate: 4.93|| Comments: 43
Rank 322 X6IJZMSmoP8|| PageRank Score: 3.80992e-05|| Category: People|| Length: 446|| Views: 1338|| Ratings: 30|| Rate: 4.57|| Comments: 79
Rank 323 Pzo3HFcMG2E|| PageRank Score: 3.8058e-05|| Category: Gadgets|| Length: 151|| Views: 2939|| Ratings: 43|| Rate: 4.58|| Comments: 42
Rank 324 zrPVzGpScM4|| PageRank Score: 3.80209e-05|| Category: Entertainment|| Length: 139|| Views: 465|| Ratings: 18|| Rate: 5|| Comments: 9
Rank 325 OHJSGqhB4YY|| PageRank Score: 3.79798e-05|| Category: Sports|| Length: 331|| Views: 701|| Ratings: 1|| Rate: 5|| Comments: 1
Rank 326 dsmidNEJOGI|| PageRank Score: 3.79797e-05|| Category: Music|| Length: 152|| Views: 1038|| Ratings: 7|| Rate: 5|| Comments: 1
Rank 327 SuRiThSkTa4|| PageRank Score: 3.79797e-05|| Category: Music|| Length: 160|| Views: 1497|| Ratings: 7|| Rate: 5|| Comments: 5
Rank 328 dgwN4Jb2lzE|| PageRank Score: 3.7937e-05|| Category: Music|| Length: 306|| Views: 17139|| Ratings: 23|| Rate: 4.7|| Comments: 37
